OperationType,StartTime,EndTime,Duration(ms)
Put,2024-12-11 02:26:04.341745127 +0000 UTC m=+6.246636670,2024-12-11 02:26:04.373430377 +0000 UTC m=+6.278321920,31
Put,2024-12-11 02:26:04.341854794 +0000 UTC m=+6.246746378,2024-12-11 02:26:04.37948671 +0000 UTC m=+6.284378295,37
Put,2024-12-11 02:26:04.34476746 +0000 UTC m=+6.249659045,2024-12-11 02:26:04.379491544 +0000 UTC m=+6.284383128,34
Put,2024-12-11 02:26:04.36945296 +0000 UTC m=+6.274344503,2024-12-11 02:26:04.394390044 +0000 UTC m=+6.299281628,24
Put,2024-12-11 02:26:04.365550794 +0000 UTC m=+6.270442378,2024-12-11 02:26:04.399437335 +0000 UTC m=+6.304328920,33
Put,2024-12-11 02:26:04.37258096 +0000 UTC m=+6.277472503,2024-12-11 02:26:04.406831669 +0000 UTC m=+6.311723253,34
Put,2024-12-11 02:26:04.373432252 +0000 UTC m=+6.278323795,2024-12-11 02:26:04.412039002 +0000 UTC m=+6.316930587,38
Put,2024-12-11 02:26:04.379493335 +0000 UTC m=+6.284384920,2024-12-11 02:26:04.426250419 +0000 UTC m=+6.331142003,46
Put,2024-12-11 02:26:04.37949071 +0000 UTC m=+6.284382295,2024-12-11 02:26:04.428255877 +0000 UTC m=+6.333147462,48
Put,2024-12-11 02:26:04.394391919 +0000 UTC m=+6.299283503,2024-12-11 02:26:04.434421627 +0000 UTC m=+6.339313212,40
Put,2024-12-11 02:26:04.399440919 +0000 UTC m=+6.304332503,2024-12-11 02:26:04.440164627 +0000 UTC m=+6.345056170,40
Get,2024-12-11 02:26:04.406833835 +0000 UTC m=+6.311725378,2024-12-11 02:26:04.449686044 +0000 UTC m=+6.354577628,42
Put,2024-12-11 02:26:04.41204071 +0000 UTC m=+6.316932295,2024-12-11 02:26:04.45100121 +0000 UTC m=+6.355892795,38
Put,2024-12-11 02:26:04.426252669 +0000 UTC m=+6.331144253,2024-12-11 02:26:04.459328085 +0000 UTC m=+6.364219670,33
Put,2024-12-11 02:26:04.428258502 +0000 UTC m=+6.333150045,2024-12-11 02:26:04.472386294 +0000 UTC m=+6.377277878,44
Put,2024-12-11 02:26:04.440166252 +0000 UTC m=+6.345057837,2024-12-11 02:26:04.472502835 +0000 UTC m=+6.377394378,32
Get,2024-12-11 02:26:04.434424002 +0000 UTC m=+6.339315587,2024-12-11 02:26:04.478666085 +0000 UTC m=+6.383557670,44
Put,2024-12-11 02:26:04.449689044 +0000 UTC m=+6.354580628,2024-12-11 02:26:04.481251544 +0000 UTC m=+6.386143128,31
Get,2024-12-11 02:26:04.451004169 +0000 UTC m=+6.355895753,2024-12-11 02:26:04.486660085 +0000 UTC m=+6.391551670,35
Put,2024-12-11 02:26:04.459330294 +0000 UTC m=+6.364221837,2024-12-11 02:26:04.492422169 +0000 UTC m=+6.397313753,33
Put,2024-12-11 02:26:04.472504919 +0000 UTC m=+6.377396462,2024-12-11 02:26:04.504650585 +0000 UTC m=+6.409542170,32
Put,2024-12-11 02:26:04.472388627 +0000 UTC m=+6.377280170,2024-12-11 02:26:04.507340835 +0000 UTC m=+6.412232378,34
Put,2024-12-11 02:26:04.486662127 +0000 UTC m=+6.391553670,2024-12-11 02:26:04.511335794 +0000 UTC m=+6.416227378,24
Put,2024-12-11 02:26:04.478668377 +0000 UTC m=+6.383559920,2024-12-11 02:26:04.513438252 +0000 UTC m=+6.418329795,34
Get,2024-12-11 02:26:04.481253419 +0000 UTC m=+6.386144962,2024-12-11 02:26:04.519439794 +0000 UTC m=+6.424331378,38
Put,2024-12-11 02:26:04.492424544 +0000 UTC m=+6.397316128,2024-12-11 02:26:04.52829521 +0000 UTC m=+6.433186795,35
Put,2024-12-11 02:26:04.504652752 +0000 UTC m=+6.409544337,2024-12-11 02:26:04.529181794 +0000 UTC m=+6.434073337,24
Put,2024-12-11 02:26:04.519442585 +0000 UTC m=+6.424334170,2024-12-11 02:26:04.548695794 +0000 UTC m=+6.453587379,29
Put,2024-12-11 02:26:04.511337752 +0000 UTC m=+6.416229337,2024-12-11 02:26:04.549154794 +0000 UTC m=+6.454046379,37
Put,2024-12-11 02:26:04.513440252 +0000 UTC m=+6.418331837,2024-12-11 02:26:04.552010002 +0000 UTC m=+6.456901545,38
Put,2024-12-11 02:26:04.50734296 +0000 UTC m=+6.412234545,2024-12-11 02:26:04.554551002 +0000 UTC m=+6.459442587,47
Put,2024-12-11 02:26:04.529183335 +0000 UTC m=+6.434074878,2024-12-11 02:26:04.557306252 +0000 UTC m=+6.462197795,28
Put,2024-12-11 02:26:04.528297377 +0000 UTC m=+6.433188962,2024-12-11 02:26:04.562591627 +0000 UTC m=+6.467483212,34
Put,2024-12-11 02:26:04.548699086 +0000 UTC m=+6.453590670,2024-12-11 02:26:04.563545169 +0000 UTC m=+6.468436712,14
Put,2024-12-11 02:26:04.549156794 +0000 UTC m=+6.454048379,2024-12-11 02:26:04.571552419 +0000 UTC m=+6.476443962,22
Put,2024-12-11 02:26:04.552011836 +0000 UTC m=+6.456903420,2024-12-11 02:26:04.585385627 +0000 UTC m=+6.490277212,33
Put,2024-12-11 02:26:04.554553836 +0000 UTC m=+6.459445379,2024-12-11 02:26:04.585575294 +0000 UTC m=+6.490466879,31
Put,2024-12-11 02:26:04.557308002 +0000 UTC m=+6.462199545,2024-12-11 02:26:04.590263586 +0000 UTC m=+6.495155170,32
Get,2024-12-11 02:26:04.563546627 +0000 UTC m=+6.468438170,2024-12-11 02:26:04.592526586 +0000 UTC m=+6.497418129,28
Put,2024-12-11 02:26:04.562665752 +0000 UTC m=+6.467557379,2024-12-11 02:26:04.595644419 +0000 UTC m=+6.500535962,32
Put,2024-12-11 02:26:04.571555544 +0000 UTC m=+6.476447087,2024-12-11 02:26:04.599395294 +0000 UTC m=+6.504286879,27
Put,2024-12-11 02:26:04.585388336 +0000 UTC m=+6.490279879,2024-12-11 02:26:04.614233336 +0000 UTC m=+6.519124920,28
Put,2024-12-11 02:26:04.585576461 +0000 UTC m=+6.490468045,2024-12-11 02:26:04.616408377 +0000 UTC m=+6.521299920,30
Put,2024-12-11 02:26:04.590265711 +0000 UTC m=+6.495157254,2024-12-11 02:26:04.623494002 +0000 UTC m=+6.528385587,33
Put,2024-12-11 02:26:04.592528919 +0000 UTC m=+6.497420462,2024-12-11 02:26:04.631700419 +0000 UTC m=+6.536592004,39
Put,2024-12-11 02:26:04.595645961 +0000 UTC m=+6.500537504,2024-12-11 02:26:04.636954794 +0000 UTC m=+6.541846379,41
Put,2024-12-11 02:26:04.599397127 +0000 UTC m=+6.504288670,2024-12-11 02:26:04.638779711 +0000 UTC m=+6.543671254,39
Get,2024-12-11 02:26:04.614236086 +0000 UTC m=+6.519127629,2024-12-11 02:26:04.641623961 +0000 UTC m=+6.546515504,27
Put,2024-12-11 02:26:04.616410711 +0000 UTC m=+6.521302254,2024-12-11 02:26:04.648504877 +0000 UTC m=+6.553396462,32
Put,2024-12-11 02:26:04.623497419 +0000 UTC m=+6.528389004,2024-12-11 02:26:04.657474002 +0000 UTC m=+6.562365587,33
Put,2024-12-11 02:26:04.631703669 +0000 UTC m=+6.536595254,2024-12-11 02:26:04.671422127 +0000 UTC m=+6.576313712,39
Get,2024-12-11 02:26:04.638781586 +0000 UTC m=+6.543673170,2024-12-11 02:26:04.674246586 +0000 UTC m=+6.579138170,35
Get,2024-12-11 02:26:04.641626419 +0000 UTC m=+6.546518004,2024-12-11 02:26:04.675680627 +0000 UTC m=+6.580572212,34
Get,2024-12-11 02:26:04.636957044 +0000 UTC m=+6.541848629,2024-12-11 02:26:04.678584586 +0000 UTC m=+6.583476170,41
Put,2024-12-11 02:26:04.657476836 +0000 UTC m=+6.562368420,2024-12-11 02:26:04.682256752 +0000 UTC m=+6.587148337,24
Put,2024-12-11 02:26:04.648506836 +0000 UTC m=+6.553398420,2024-12-11 02:26:04.682481627 +0000 UTC m=+6.587373170,33
Put,2024-12-11 02:26:04.671425419 +0000 UTC m=+6.576316962,2024-12-11 02:26:04.689592294 +0000 UTC m=+6.594483837,18
Get,2024-12-11 02:26:04.674248794 +0000 UTC m=+6.579140337,2024-12-11 02:26:04.691201752 +0000 UTC m=+6.596093295,16
Get,2024-12-11 02:26:04.678586294 +0000 UTC m=+6.583477879,2024-12-11 02:26:04.706501044 +0000 UTC m=+6.611392629,27
Put,2024-12-11 02:26:04.675682669 +0000 UTC m=+6.580574254,2024-12-11 02:26:04.707443502 +0000 UTC m=+6.612335087,31
Put,2024-12-11 02:26:04.682258752 +0000 UTC m=+6.587150337,2024-12-11 02:26:04.713783461 +0000 UTC m=+6.618675004,31
Put,2024-12-11 02:26:04.682482836 +0000 UTC m=+6.587374379,2024-12-11 02:26:04.717165544 +0000 UTC m=+6.622057129,34
Put,2024-12-11 02:26:04.689595502 +0000 UTC m=+6.594487087,2024-12-11 02:26:04.723563502 +0000 UTC m=+6.628455087,33
Get,2024-12-11 02:26:04.691204169 +0000 UTC m=+6.596095754,2024-12-11 02:26:04.731404419 +0000 UTC m=+6.636295962,40
Put,2024-12-11 02:26:04.706504961 +0000 UTC m=+6.611396504,2024-12-11 02:26:04.740798919 +0000 UTC m=+6.645690504,34
Put,2024-12-11 02:26:04.713785627 +0000 UTC m=+6.618677170,2024-12-11 02:26:04.777939044 +0000 UTC m=+6.682830629,64
Put,2024-12-11 02:26:04.707445211 +0000 UTC m=+6.612336754,2024-12-11 02:26:04.778410502 +0000 UTC m=+6.683302087,70
Put,2024-12-11 02:26:04.717167169 +0000 UTC m=+6.622058712,2024-12-11 02:26:04.780327627 +0000 UTC m=+6.685219212,63
Put,2024-12-11 02:26:04.723565877 +0000 UTC m=+6.628457462,2024-12-11 02:26:04.795567086 +0000 UTC m=+6.700458629,72
Get,2024-12-11 02:26:04.740815419 +0000 UTC m=+6.645707004,2024-12-11 02:26:04.803871669 +0000 UTC m=+6.708763254,63
Get,2024-12-11 02:26:04.778413669 +0000 UTC m=+6.683305212,2024-12-11 02:26:04.811545919 +0000 UTC m=+6.716437504,33
Get,2024-12-11 02:26:04.731406419 +0000 UTC m=+6.636297962,2024-12-11 02:26:04.811568086 +0000 UTC m=+6.716459670,80
Put,2024-12-11 02:26:04.777943127 +0000 UTC m=+6.682834712,2024-12-11 02:26:04.815852669 +0000 UTC m=+6.720744254,37
Get,2024-12-11 02:26:04.795572002 +0000 UTC m=+6.700463587,2024-12-11 02:26:04.818348461 +0000 UTC m=+6.723240045,22
Get,2024-12-11 02:26:04.780449461 +0000 UTC m=+6.685341004,2024-12-11 02:26:04.822269002 +0000 UTC m=+6.727160545,41
Put,2024-12-11 02:26:04.803891794 +0000 UTC m=+6.708783545,2024-12-11 02:26:04.828298377 +0000 UTC m=+6.733189920,24
Put,2024-12-11 02:26:04.811551794 +0000 UTC m=+6.716443337,2024-12-11 02:26:04.840427669 +0000 UTC m=+6.745319295,28
Get,2024-12-11 02:26:04.811570836 +0000 UTC m=+6.716462379,2024-12-11 02:26:04.844897586 +0000 UTC m=+6.749789170,33
Get,2024-12-11 02:26:04.815854919 +0000 UTC m=+6.720746504,2024-12-11 02:26:04.846607586 +0000 UTC m=+6.751499170,30
Put,2024-12-11 02:26:04.822274919 +0000 UTC m=+6.727166504,2024-12-11 02:26:04.860527961 +0000 UTC m=+6.765419545,38
Get,2024-12-11 02:26:04.818350544 +0000 UTC m=+6.723242087,2024-12-11 02:26:04.860589419 +0000 UTC m=+6.765481045,42
Put,2024-12-11 02:26:04.828301086 +0000 UTC m=+6.733192670,2024-12-11 02:26:04.871331294 +0000 UTC m=+6.776222879,43
Put,2024-12-11 02:26:04.840434419 +0000 UTC m=+6.745326045,2024-12-11 02:26:04.877650669 +0000 UTC m=+6.782542212,37
Put,2024-12-11 02:26:04.844902502 +0000 UTC m=+6.749794129,2024-12-11 02:26:04.881383252 +0000 UTC m=+6.786274795,36
Get,2024-12-11 02:26:04.846612836 +0000 UTC m=+6.751504379,2024-12-11 02:26:04.885702502 +0000 UTC m=+6.790594087,39
Get,2024-12-11 02:26:04.860537211 +0000 UTC m=+6.765428837,2024-12-11 02:26:04.898470252 +0000 UTC m=+6.803361795,37
Put,2024-12-11 02:26:04.860591294 +0000 UTC m=+6.765482879,2024-12-11 02:26:04.901569586 +0000 UTC m=+6.806461170,40
Put,2024-12-11 02:26:04.871346169 +0000 UTC m=+6.776237754,2024-12-11 02:26:04.908541336 +0000 UTC m=+6.813432920,37
Put,2024-12-11 02:26:04.877656336 +0000 UTC m=+6.782547879,2024-12-11 02:26:04.918457836 +0000 UTC m=+6.823349379,40
Put,2024-12-11 02:26:04.881386919 +0000 UTC m=+6.786278462,2024-12-11 02:26:04.920579586 +0000 UTC m=+6.825471170,39
Put,2024-12-11 02:26:04.885715127 +0000 UTC m=+6.790606712,2024-12-11 02:26:04.928709377 +0000 UTC m=+6.833600962,42
Put,2024-12-11 02:26:04.898475169 +0000 UTC m=+6.803366754,2024-12-11 02:26:04.930644627 +0000 UTC m=+6.835536212,32
Put,2024-12-11 02:26:04.901573836 +0000 UTC m=+6.806465379,2024-12-11 02:26:04.937609044 +0000 UTC m=+6.842500587,36
Put,2024-12-11 02:26:04.908545294 +0000 UTC m=+6.813436837,2024-12-11 02:26:04.946713794 +0000 UTC m=+6.851605379,38
Put,2024-12-11 02:26:04.918461586 +0000 UTC m=+6.823353129,2024-12-11 02:26:04.955881419 +0000 UTC m=+6.860773004,37
Get,2024-12-11 02:26:04.920584336 +0000 UTC m=+6.825475879,2024-12-11 02:26:04.957667502 +0000 UTC m=+6.862559045,37
Put,2024-12-11 02:26:04.928713961 +0000 UTC m=+6.833605545,2024-12-11 02:26:04.964263794 +0000 UTC m=+6.869155379,35
Put,2024-12-11 02:26:04.930647252 +0000 UTC m=+6.835538837,2024-12-11 02:26:04.965686877 +0000 UTC m=+6.870578420,35
Put,2024-12-11 02:26:04.946719836 +0000 UTC m=+6.851611379,2024-12-11 02:26:04.969570086 +0000 UTC m=+6.874461629,22
Put,2024-12-11 02:26:04.937613752 +0000 UTC m=+6.842505295,2024-12-11 02:26:04.971621711 +0000 UTC m=+6.876513295,34
Put,2024-12-11 02:26:04.957671877 +0000 UTC m=+6.862563462,2024-12-11 02:26:04.987681669 +0000 UTC m=+6.892573254,30
Put,2024-12-11 02:26:04.965689336 +0000 UTC m=+6.870580879,2024-12-11 02:26:04.989209002 +0000 UTC m=+6.894100587,23
Get,2024-12-11 02:26:04.955886586 +0000 UTC m=+6.860778129,2024-12-11 02:26:04.990736419 +0000 UTC m=+6.895627962,34
Put,2024-12-11 02:26:04.969573586 +0000 UTC m=+6.874465129,2024-12-11 02:26:04.994486961 +0000 UTC m=+6.899378545,24
Put,2024-12-11 02:26:04.964266919 +0000 UTC m=+6.869158462,2024-12-11 02:26:04.996221544 +0000 UTC m=+6.901113087,31
Put,2024-12-11 02:26:04.971624086 +0000 UTC m=+6.876515629,2024-12-11 02:26:04.998142169 +0000 UTC m=+6.903033754,26
Put,2024-12-11 02:26:04.990843294 +0000 UTC m=+6.895734879,2024-12-11 02:26:05.022430044 +0000 UTC m=+6.927321629,31
Put,2024-12-11 02:26:04.996224336 +0000 UTC m=+6.901115879,2024-12-11 02:26:05.024447627 +0000 UTC m=+6.929339170,28
Put,2024-12-11 02:26:04.998144752 +0000 UTC m=+6.903036295,2024-12-11 02:26:05.026805086 +0000 UTC m=+6.931696629,28
Get,2024-12-11 02:26:04.989213377 +0000 UTC m=+6.894104962,2024-12-11 02:26:05.027475794 +0000 UTC m=+6.932367379,38
Get,2024-12-11 02:26:04.994490044 +0000 UTC m=+6.899381587,2024-12-11 02:26:05.027893627 +0000 UTC m=+6.932785212,33
Put,2024-12-11 02:26:04.987694752 +0000 UTC m=+6.892586379,2024-12-11 02:26:05.030259294 +0000 UTC m=+6.935150879,42
Put,2024-12-11 02:26:05.022436502 +0000 UTC m=+6.927328087,2024-12-11 02:26:05.037079836 +0000 UTC m=+6.941971420,14
Get,2024-12-11 02:26:05.026808336 +0000 UTC m=+6.931699920,2024-12-11 02:26:05.043506002 +0000 UTC m=+6.948397587,16
Put,2024-12-11 02:26:05.027896211 +0000 UTC m=+6.932787795,2024-12-11 02:26:05.051682169 +0000 UTC m=+6.956573754,23
Put,2024-12-11 02:26:05.024451544 +0000 UTC m=+6.929343129,2024-12-11 02:26:05.052234252 +0000 UTC m=+6.957125837,27
Get,2024-12-11 02:26:05.030261336 +0000 UTC m=+6.935152879,2024-12-11 02:26:05.052334044 +0000 UTC m=+6.957225587,22
Put,2024-12-11 02:26:05.027479127 +0000 UTC m=+6.932370712,2024-12-11 02:26:05.056564127 +0000 UTC m=+6.961455670,29
Put,2024-12-11 02:26:05.037082919 +0000 UTC m=+6.941974462,2024-12-11 02:26:05.060831336 +0000 UTC m=+6.965722920,23
Get,2024-12-11 02:26:05.043509877 +0000 UTC m=+6.948401462,2024-12-11 02:26:05.077575252 +0000 UTC m=+6.982466795,34
Put,2024-12-11 02:26:05.051685627 +0000 UTC m=+6.956577212,2024-12-11 02:26:05.082257127 +0000 UTC m=+6.987148712,30
Get,2024-12-11 02:26:05.060833919 +0000 UTC m=+6.965725462,2024-12-11 02:26:05.086956252 +0000 UTC m=+6.991847837,26
Put,2024-12-11 02:26:05.052236752 +0000 UTC m=+6.957128295,2024-12-11 02:26:05.087782627 +0000 UTC m=+6.992674212,35
Put,2024-12-11 02:26:05.052336627 +0000 UTC m=+6.957228170,2024-12-11 02:26:05.088830127 +0000 UTC m=+6.993721670,36
Put,2024-12-11 02:26:05.056567252 +0000 UTC m=+6.961458837,2024-12-11 02:26:05.092399669 +0000 UTC m=+6.997291254,35
Get,2024-12-11 02:26:05.077580127 +0000 UTC m=+6.982471712,2024-12-11 02:26:05.111482127 +0000 UTC m=+7.016373712,33
Put,2024-12-11 02:26:05.082259836 +0000 UTC m=+6.987151420,2024-12-11 02:26:05.116491919 +0000 UTC m=+7.021383504,34
Put,2024-12-11 02:26:05.088832252 +0000 UTC m=+6.993723795,2024-12-11 02:26:05.121011044 +0000 UTC m=+7.025902629,32
Put,2024-12-11 02:26:05.086960211 +0000 UTC m=+6.991851795,2024-12-11 02:26:05.121037711 +0000 UTC m=+7.025929254,34
Get,2024-12-11 02:26:05.087785169 +0000 UTC m=+6.992676712,2024-12-11 02:26:05.125437752 +0000 UTC m=+7.030329337,37
Put,2024-12-11 02:26:05.092412961 +0000 UTC m=+6.997304504,2024-12-11 02:26:05.129703211 +0000 UTC m=+7.034594795,37
Put,2024-12-11 02:26:05.121040211 +0000 UTC m=+7.025931754,2024-12-11 02:26:05.143870544 +0000 UTC m=+7.048762129,22
Put,2024-12-11 02:26:05.111486711 +0000 UTC m=+7.016378254,2024-12-11 02:26:05.147627211 +0000 UTC m=+7.052518795,36
Put,2024-12-11 02:26:05.121015794 +0000 UTC m=+7.025907337,2024-12-11 02:26:05.147687336 +0000 UTC m=+7.052578879,26
Get,2024-12-11 02:26:05.129706502 +0000 UTC m=+7.034598045,2024-12-11 02:26:05.151481294 +0000 UTC m=+7.056372879,21
Put,2024-12-11 02:26:05.125440086 +0000 UTC m=+7.030331629,2024-12-11 02:26:05.151597127 +0000 UTC m=+7.056488670,26
Put,2024-12-11 02:26:05.116495419 +0000 UTC m=+7.021387004,2024-12-11 02:26:05.151618669 +0000 UTC m=+7.056510212,35
Put,2024-12-11 02:26:05.143876627 +0000 UTC m=+7.048768170,2024-12-11 02:26:05.176438127 +0000 UTC m=+7.081329670,32
Put,2024-12-11 02:26:05.151598211 +0000 UTC m=+7.056489754,2024-12-11 02:26:05.179456752 +0000 UTC m=+7.084348337,27
Put,2024-12-11 02:26:05.147688419 +0000 UTC m=+7.052580004,2024-12-11 02:26:05.180328377 +0000 UTC m=+7.085219920,32
Put,2024-12-11 02:26:05.147630711 +0000 UTC m=+7.052522254,2024-12-11 02:26:05.183427502 +0000 UTC m=+7.088319045,35
Put,2024-12-11 02:26:05.151483294 +0000 UTC m=+7.056374879,2024-12-11 02:26:05.186575252 +0000 UTC m=+7.091466837,35
Get,2024-12-11 02:26:05.151620461 +0000 UTC m=+7.056512004,2024-12-11 02:26:05.187423544 +0000 UTC m=+7.092315087,35
Put,2024-12-11 02:26:05.180332086 +0000 UTC m=+7.085223629,2024-12-11 02:26:05.197854586 +0000 UTC m=+7.102746129,17
Put,2024-12-11 02:26:05.178230836 +0000 UTC m=+7.083122420,2024-12-11 02:26:05.203259919 +0000 UTC m=+7.108151462,25
Put,2024-12-11 02:26:05.179467336 +0000 UTC m=+7.084358879,2024-12-11 02:26:05.204529586 +0000 UTC m=+7.109421129,25
Put,2024-12-11 02:26:05.183430377 +0000 UTC m=+7.088321920,2024-12-11 02:26:05.216662461 +0000 UTC m=+7.121554004,33
Put,2024-12-11 02:26:05.186578211 +0000 UTC m=+7.091469754,2024-12-11 02:26:05.231446753 +0000 UTC m=+7.136338296,44
Put,2024-12-11 02:26:05.187425919 +0000 UTC m=+7.092317504,2024-12-11 02:26:05.234569919 +0000 UTC m=+7.139461462,47
Put,2024-12-11 02:26:05.197858211 +0000 UTC m=+7.102749795,2024-12-11 02:26:05.237780503 +0000 UTC m=+7.142672087,39
Put,2024-12-11 02:26:05.203262836 +0000 UTC m=+7.108154420,2024-12-11 02:26:05.241082169 +0000 UTC m=+7.145973712,37
Get,2024-12-11 02:26:05.204531877 +0000 UTC m=+7.109423462,2024-12-11 02:26:05.246142878 +0000 UTC m=+7.151034421,41
Put,2024-12-11 02:26:05.216665461 +0000 UTC m=+7.121557045,2024-12-11 02:26:05.252254461 +0000 UTC m=+7.157146046,35
Get,2024-12-11 02:26:05.241084544 +0000 UTC m=+7.145976087,2024-12-11 02:26:05.262414836 +0000 UTC m=+7.167306421,21
Put,2024-12-11 02:26:05.231450711 +0000 UTC m=+7.136342254,2024-12-11 02:26:05.264527878 +0000 UTC m=+7.169419462,33
Get,2024-12-11 02:26:05.246145003 +0000 UTC m=+7.151036587,2024-12-11 02:26:05.267549836 +0000 UTC m=+7.172441379,21
Put,2024-12-11 02:26:05.234572128 +0000 UTC m=+7.139463671,2024-12-11 02:26:05.267583753 +0000 UTC m=+7.172475337,33
Get,2024-12-11 02:26:05.237783211 +0000 UTC m=+7.142674754,2024-12-11 02:26:05.267679794 +0000 UTC m=+7.172571379,29
Put,2024-12-11 02:26:05.252256544 +0000 UTC m=+7.157148087,2024-12-11 02:26:05.273298836 +0000 UTC m=+7.178190421,21
Put,2024-12-11 02:26:05.267552044 +0000 UTC m=+7.172443629,2024-12-11 02:26:05.298173169 +0000 UTC m=+7.203064837,30
Get,2024-12-11 02:26:05.267681419 +0000 UTC m=+7.172572962,2024-12-11 02:26:05.303634753 +0000 UTC m=+7.208526296,35
Get,2024-12-11 02:26:05.262417128 +0000 UTC m=+7.167308671,2024-12-11 02:26:05.303688919 +0000 UTC m=+7.208580462,41
Put,2024-12-11 02:26:05.267585919 +0000 UTC m=+7.172477504,2024-12-11 02:26:05.303783503 +0000 UTC m=+7.208675087,36
Get,2024-12-11 02:26:05.264530336 +0000 UTC m=+7.169421921,2024-12-11 02:26:05.305579669 +0000 UTC m=+7.210471212,41
Put,2024-12-11 02:26:05.273301336 +0000 UTC m=+7.178192921,2024-12-11 02:26:05.306478253 +0000 UTC m=+7.211369837,33
Put,2024-12-11 02:26:05.298201878 +0000 UTC m=+7.203093629,2024-12-11 02:26:05.329836294 +0000 UTC m=+7.234727837,31
Put,2024-12-11 02:26:05.303639586 +0000 UTC m=+7.208531129,2024-12-11 02:26:05.336527628 +0000 UTC m=+7.241419212,32
Put,2024-12-11 02:26:05.305590919 +0000 UTC m=+7.210482587,2024-12-11 02:26:05.344479044 +0000 UTC m=+7.249370629,38
Get,2024-12-11 02:26:05.306482086 +0000 UTC m=+7.211373629,2024-12-11 02:26:05.346012628 +0000 UTC m=+7.250904212,39
Put,2024-12-11 02:26:05.303785253 +0000 UTC m=+7.208676837,2024-12-11 02:26:05.348555544 +0000 UTC m=+7.253447129,44
Put,2024-12-11 02:26:05.303696003 +0000 UTC m=+7.208587587,2024-12-11 02:26:05.350245753 +0000 UTC m=+7.255137337,46
Put,2024-12-11 02:26:05.329840961 +0000 UTC m=+7.234732546,2024-12-11 02:26:05.353676961 +0000 UTC m=+7.258568546,23
Put,2024-12-11 02:26:05.336531628 +0000 UTC m=+7.241423171,2024-12-11 02:26:05.375616461 +0000 UTC m=+7.280508046,39
Put,2024-12-11 02:26:05.344483503 +0000 UTC m=+7.249375087,2024-12-11 02:26:05.377498628 +0000 UTC m=+7.282390171,33
Put,2024-12-11 02:26:05.350249128 +0000 UTC m=+7.255140671,2024-12-11 02:26:05.380480294 +0000 UTC m=+7.285371879,30
Put,2024-12-11 02:26:05.346015336 +0000 UTC m=+7.250906879,2024-12-11 02:26:05.386275669 +0000 UTC m=+7.291167254,40
Put,2024-12-11 02:26:05.348558003 +0000 UTC m=+7.253449587,2024-12-11 02:26:05.386394086 +0000 UTC m=+7.291285671,37
Put,2024-12-11 02:26:05.353679294 +0000 UTC m=+7.258570879,2024-12-11 02:26:05.391607961 +0000 UTC m=+7.296499546,37
Put,2024-12-11 02:26:05.380482794 +0000 UTC m=+7.285374379,2024-12-11 02:26:05.414583669 +0000 UTC m=+7.319475254,34
Get,2024-12-11 02:26:05.377501461 +0000 UTC m=+7.282393004,2024-12-11 02:26:05.414664919 +0000 UTC m=+7.319556504,37
Put,2024-12-11 02:26:05.375825086 +0000 UTC m=+7.280716671,2024-12-11 02:26:05.418508753 +0000 UTC m=+7.323400296,42
Put,2024-12-11 02:26:05.386279794 +0000 UTC m=+7.291171379,2024-12-11 02:26:05.421472086 +0000 UTC m=+7.326363671,35
Put,2024-12-11 02:26:05.386395294 +0000 UTC m=+7.291286879,2024-12-11 02:26:05.421660836 +0000 UTC m=+7.326552421,35
Put,2024-12-11 02:26:05.391610669 +0000 UTC m=+7.296502254,2024-12-11 02:26:05.427792836 +0000 UTC m=+7.332684421,36
Put,2024-12-11 02:26:05.414588794 +0000 UTC m=+7.319480379,2024-12-11 02:26:05.430688836 +0000 UTC m=+7.335580379,16
Put,2024-12-11 02:26:05.414666086 +0000 UTC m=+7.319557671,2024-12-11 02:26:05.447586753 +0000 UTC m=+7.352478296,32
Get,2024-12-11 02:26:05.418512211 +0000 UTC m=+7.323403754,2024-12-11 02:26:05.453073961 +0000 UTC m=+7.357965504,34
Get,2024-12-11 02:26:05.421662586 +0000 UTC m=+7.326554171,2024-12-11 02:26:05.457652836 +0000 UTC m=+7.362544421,35
Put,2024-12-11 02:26:05.421475169 +0000 UTC m=+7.326366712,2024-12-11 02:26:05.459341044 +0000 UTC m=+7.364232629,37
Put,2024-12-11 02:26:05.430691003 +0000 UTC m=+7.335582546,2024-12-11 02:26:05.462251878 +0000 UTC m=+7.367143462,31
Put,2024-12-11 02:26:05.427794836 +0000 UTC m=+7.332686379,2024-12-11 02:26:05.469350419 +0000 UTC m=+7.374242004,41
Get,2024-12-11 02:26:05.457656253 +0000 UTC m=+7.362547796,2024-12-11 02:26:05.479599294 +0000 UTC m=+7.384490879,21
Get,2024-12-11 02:26:05.447589586 +0000 UTC m=+7.352481129,2024-12-11 02:26:05.480063586 +0000 UTC m=+7.384955171,32
Get,2024-12-11 02:26:05.453076461 +0000 UTC m=+7.357968004,2024-12-11 02:26:05.487828086 +0000 UTC m=+7.392719629,34
Put,2024-12-11 02:26:05.459342878 +0000 UTC m=+7.364234462,2024-12-11 02:26:05.491597294 +0000 UTC m=+7.396488837,32
Put,2024-12-11 02:26:05.462253544 +0000 UTC m=+7.367145129,2024-12-11 02:26:05.498032128 +0000 UTC m=+7.402923671,35
