OperationType,StartTime,EndTime,Duration(ms)
Put,2024-12-11 03:17:21.892769135 +0000 UTC m=+7.282834505,2024-12-11 03:17:21.92434301 +0000 UTC m=+7.314408338,31
Put,2024-12-11 03:17:21.898342427 +0000 UTC m=+7.288407796,2024-12-11 03:17:21.925045635 +0000 UTC m=+7.315111005,26
Put,2024-12-11 03:17:21.89477651 +0000 UTC m=+7.284841838,2024-12-11 03:17:21.927295302 +0000 UTC m=+7.317360671,32
Put,2024-12-11 03:17:21.919361635 +0000 UTC m=+7.309426963,2024-12-11 03:17:21.930717718 +0000 UTC m=+7.320783088,11
Put,2024-12-11 03:17:21.903549843 +0000 UTC m=+7.293615171,2024-12-11 03:17:21.93767426 +0000 UTC m=+7.327739588,34
Put,2024-12-11 03:17:21.930719468 +0000 UTC m=+7.320784796,2024-12-11 03:17:21.943591677 +0000 UTC m=+7.333657005,12
Put,2024-12-11 03:17:21.924433427 +0000 UTC m=+7.314498796,2024-12-11 03:17:21.946524093 +0000 UTC m=+7.336589463,22
Get,2024-12-11 03:17:21.908834635 +0000 UTC m=+7.298899963,2024-12-11 03:17:21.94656426 +0000 UTC m=+7.336629630,37
Get,2024-12-11 03:17:21.925047593 +0000 UTC m=+7.315112963,2024-12-11 03:17:21.95457226 +0000 UTC m=+7.344637588,29
Put,2024-12-11 03:17:21.943593635 +0000 UTC m=+7.333659005,2024-12-11 03:17:21.954772635 +0000 UTC m=+7.344837963,11
Put,2024-12-11 03:17:21.927297635 +0000 UTC m=+7.317363005,2024-12-11 03:17:21.962326302 +0000 UTC m=+7.352391671,35
Put,2024-12-11 03:17:21.954774802 +0000 UTC m=+7.344840130,2024-12-11 03:17:21.96824026 +0000 UTC m=+7.358305630,13
Put,2024-12-11 03:17:21.94652626 +0000 UTC m=+7.336591588,2024-12-11 03:17:21.969212927 +0000 UTC m=+7.359278255,22
Put,2024-12-11 03:17:21.937675843 +0000 UTC m=+7.327741171,2024-12-11 03:17:21.975471593 +0000 UTC m=+7.365536921,37
Put,2024-12-11 03:17:21.954574343 +0000 UTC m=+7.344639671,2024-12-11 03:17:21.976216052 +0000 UTC m=+7.366281421,21
Put,2024-12-11 03:17:21.968243052 +0000 UTC m=+7.358308421,2024-12-11 03:17:21.980033635 +0000 UTC m=+7.370098963,11
Get,2024-12-11 03:17:21.946565427 +0000 UTC m=+7.336630755,2024-12-11 03:17:21.983574968 +0000 UTC m=+7.373640338,37
Put,2024-12-11 03:17:21.98003501 +0000 UTC m=+7.370100338,2024-12-11 03:17:21.990729677 +0000 UTC m=+7.380795046,10
Put,2024-12-11 03:17:21.962328135 +0000 UTC m=+7.352393505,2024-12-11 03:17:21.993422802 +0000 UTC m=+7.383488171,31
Put,2024-12-11 03:17:21.990731843 +0000 UTC m=+7.380797213,2024-12-11 03:17:22.002041177 +0000 UTC m=+7.392106546,11
Put,2024-12-11 03:17:21.969214593 +0000 UTC m=+7.359279963,2024-12-11 03:17:22.004508635 +0000 UTC m=+7.394573963,35
Put,2024-12-11 03:17:21.98357676 +0000 UTC m=+7.373642130,2024-12-11 03:17:22.006242343 +0000 UTC m=+7.396307713,22
Put,2024-12-11 03:17:21.976217927 +0000 UTC m=+7.366283255,2024-12-11 03:17:22.009298468 +0000 UTC m=+7.399363838,33
Put,2024-12-11 03:17:21.975474552 +0000 UTC m=+7.365539921,2024-12-11 03:17:22.00947051 +0000 UTC m=+7.399535838,33
Get,2024-12-11 03:17:22.002206552 +0000 UTC m=+7.392271963,2024-12-11 03:17:22.013438885 +0000 UTC m=+7.403504255,11
Put,2024-12-11 03:17:21.99342451 +0000 UTC m=+7.383489880,2024-12-11 03:17:22.01623976 +0000 UTC m=+7.406305130,22
Put,2024-12-11 03:17:22.004512343 +0000 UTC m=+7.394577671,2024-12-11 03:17:22.021402802 +0000 UTC m=+7.411468171,16
Put,2024-12-11 03:17:22.013440593 +0000 UTC m=+7.403505963,2024-12-11 03:17:22.025379593 +0000 UTC m=+7.415444963,11
Put,2024-12-11 03:17:22.02538126 +0000 UTC m=+7.415446630,2024-12-11 03:17:22.038064718 +0000 UTC m=+7.428130088,12
Put,2024-12-11 03:17:22.006244385 +0000 UTC m=+7.396309713,2024-12-11 03:17:22.03808776 +0000 UTC m=+7.428153088,31
Put,2024-12-11 03:17:22.009300135 +0000 UTC m=+7.399365505,2024-12-11 03:17:22.039155302 +0000 UTC m=+7.429220630,29
Get,2024-12-11 03:17:22.009472635 +0000 UTC m=+7.399537963,2024-12-11 03:17:22.04424126 +0000 UTC m=+7.434306630,34
Put,2024-12-11 03:17:22.021405093 +0000 UTC m=+7.411470421,2024-12-11 03:17:22.049258093 +0000 UTC m=+7.439323463,27
Put,2024-12-11 03:17:22.038067635 +0000 UTC m=+7.428133005,2024-12-11 03:17:22.04926626 +0000 UTC m=+7.439331630,11
Get,2024-12-11 03:17:22.016241843 +0000 UTC m=+7.406307213,2024-12-11 03:17:22.053318468 +0000 UTC m=+7.443383838,37
Put,2024-12-11 03:17:22.049268093 +0000 UTC m=+7.439333421,2024-12-11 03:17:22.06237176 +0000 UTC m=+7.452437088,13
Put,2024-12-11 03:17:22.039156927 +0000 UTC m=+7.429222296,2024-12-11 03:17:22.070498593 +0000 UTC m=+7.460563921,31
Put,2024-12-11 03:17:22.049259718 +0000 UTC m=+7.439325088,2024-12-11 03:17:22.071662385 +0000 UTC m=+7.461727755,22
Put,2024-12-11 03:17:22.04424376 +0000 UTC m=+7.434309088,2024-12-11 03:17:22.073484677 +0000 UTC m=+7.463550005,29
Get,2024-12-11 03:17:22.062374385 +0000 UTC m=+7.452439755,2024-12-11 03:17:22.074080635 +0000 UTC m=+7.464146005,11
Get,2024-12-11 03:17:22.038089552 +0000 UTC m=+7.428154921,2024-12-11 03:17:22.078269635 +0000 UTC m=+7.468335005,40
Get,2024-12-11 03:17:22.053321135 +0000 UTC m=+7.443386505,2024-12-11 03:17:22.078281385 +0000 UTC m=+7.468346755,24
Put,2024-12-11 03:17:22.07408251 +0000 UTC m=+7.464147880,2024-12-11 03:17:22.086709468 +0000 UTC m=+7.476774838,12
Put,2024-12-11 03:17:22.071664343 +0000 UTC m=+7.461729713,2024-12-11 03:17:22.091606635 +0000 UTC m=+7.481672005,19
Put,2024-12-11 03:17:22.070501385 +0000 UTC m=+7.460566713,2024-12-11 03:17:22.096608427 +0000 UTC m=+7.486673755,26
Put,2024-12-11 03:17:22.078283302 +0000 UTC m=+7.468348671,2024-12-11 03:17:22.10020376 +0000 UTC m=+7.490269088,21
Put,2024-12-11 03:17:22.086711677 +0000 UTC m=+7.476777046,2024-12-11 03:17:22.100262177 +0000 UTC m=+7.490327505,13
Put,2024-12-11 03:17:22.073487468 +0000 UTC m=+7.463552796,2024-12-11 03:17:22.10628026 +0000 UTC m=+7.496345588,32
Get,2024-12-11 03:17:22.07827201 +0000 UTC m=+7.468337380,2024-12-11 03:17:22.107118385 +0000 UTC m=+7.497183755,28
Put,2024-12-11 03:17:22.100263302 +0000 UTC m=+7.490328671,2024-12-11 03:17:22.112942843 +0000 UTC m=+7.503008171,12
Put,2024-12-11 03:17:22.092016302 +0000 UTC m=+7.482081630,2024-12-11 03:17:22.11315376 +0000 UTC m=+7.503219088,21
Put,2024-12-11 03:17:22.096626677 +0000 UTC m=+7.486692005,2024-12-11 03:17:22.118526302 +0000 UTC m=+7.508591671,21
Put,2024-12-11 03:17:22.100206302 +0000 UTC m=+7.490271671,2024-12-11 03:17:22.120763677 +0000 UTC m=+7.510829046,20
Put,2024-12-11 03:17:22.11294476 +0000 UTC m=+7.503010088,2024-12-11 03:17:22.124647343 +0000 UTC m=+7.514712713,11
Put,2024-12-11 03:17:22.107120427 +0000 UTC m=+7.497185755,2024-12-11 03:17:22.130350718 +0000 UTC m=+7.520416088,23
Get,2024-12-11 03:17:22.124650052 +0000 UTC m=+7.514715380,2024-12-11 03:17:22.136479343 +0000 UTC m=+7.526544713,11
Put,2024-12-11 03:17:22.10628301 +0000 UTC m=+7.496348380,2024-12-11 03:17:22.143099468 +0000 UTC m=+7.533164796,36
Put,2024-12-11 03:17:22.118528468 +0000 UTC m=+7.508593838,2024-12-11 03:17:22.145094802 +0000 UTC m=+7.535160171,26
Put,2024-12-11 03:17:22.113155593 +0000 UTC m=+7.503220963,2024-12-11 03:17:22.146216677 +0000 UTC m=+7.536282046,33
Put,2024-12-11 03:17:22.136481677 +0000 UTC m=+7.526547005,2024-12-11 03:17:22.147597968 +0000 UTC m=+7.537663338,11
Put,2024-12-11 03:17:22.120765885 +0000 UTC m=+7.510831255,2024-12-11 03:17:22.15086951 +0000 UTC m=+7.540934880,30
Put,2024-12-11 03:17:22.147599927 +0000 UTC m=+7.537665255,2024-12-11 03:17:22.159622093 +0000 UTC m=+7.549687463,12
Get,2024-12-11 03:17:22.130531968 +0000 UTC m=+7.520597380,2024-12-11 03:17:22.167277593 +0000 UTC m=+7.557342963,36
Get,2024-12-11 03:17:22.159624468 +0000 UTC m=+7.549689796,2024-12-11 03:17:22.174103677 +0000 UTC m=+7.564169046,14
Put,2024-12-11 03:17:22.143101218 +0000 UTC m=+7.533166546,2024-12-11 03:17:22.174562718 +0000 UTC m=+7.564628088,31
Put,2024-12-11 03:17:22.145097218 +0000 UTC m=+7.535162546,2024-12-11 03:17:22.17878126 +0000 UTC m=+7.568846630,33
Get,2024-12-11 03:17:22.14621826 +0000 UTC m=+7.536283630,2024-12-11 03:17:22.185169427 +0000 UTC m=+7.575234796,38
Put,2024-12-11 03:17:22.15087151 +0000 UTC m=+7.540936838,2024-12-11 03:17:22.187408052 +0000 UTC m=+7.577473421,36
Put,2024-12-11 03:17:22.174106052 +0000 UTC m=+7.564171380,2024-12-11 03:17:22.187576927 +0000 UTC m=+7.577642296,13
Put,2024-12-11 03:17:22.187578177 +0000 UTC m=+7.577643505,2024-12-11 03:17:22.200496552 +0000 UTC m=+7.590561880,12
Put,2024-12-11 03:17:22.178783968 +0000 UTC m=+7.568849296,2024-12-11 03:17:22.209505218 +0000 UTC m=+7.599570546,30
Put,2024-12-11 03:17:22.174565218 +0000 UTC m=+7.564630546,2024-12-11 03:17:22.211389968 +0000 UTC m=+7.601455296,36
Get,2024-12-11 03:17:22.167279885 +0000 UTC m=+7.557345255,2024-12-11 03:17:22.212714968 +0000 UTC m=+7.602780296,45
Put,2024-12-11 03:17:22.200502135 +0000 UTC m=+7.590567463,2024-12-11 03:17:22.213068135 +0000 UTC m=+7.603133505,12
Put,2024-12-11 03:17:22.187410177 +0000 UTC m=+7.577475505,2024-12-11 03:17:22.214814177 +0000 UTC m=+7.604879546,27
Put,2024-12-11 03:17:22.18517151 +0000 UTC m=+7.575236838,2024-12-11 03:17:22.218127385 +0000 UTC m=+7.608192755,32
Put,2024-12-11 03:17:22.213069843 +0000 UTC m=+7.603135213,2024-12-11 03:17:22.225212177 +0000 UTC m=+7.615277546,12
Get,2024-12-11 03:17:22.211392593 +0000 UTC m=+7.601457921,2024-12-11 03:17:22.230237177 +0000 UTC m=+7.620302546,18
Put,2024-12-11 03:17:22.209508468 +0000 UTC m=+7.599573796,2024-12-11 03:17:22.235020427 +0000 UTC m=+7.625085796,25
Put,2024-12-11 03:17:22.22521426 +0000 UTC m=+7.615279630,2024-12-11 03:17:22.237637427 +0000 UTC m=+7.627702796,12
Put,2024-12-11 03:17:22.21271676 +0000 UTC m=+7.602782088,2024-12-11 03:17:22.246080927 +0000 UTC m=+7.636146296,33
Put,2024-12-11 03:17:22.214818552 +0000 UTC m=+7.604883921,2024-12-11 03:17:22.247277927 +0000 UTC m=+7.637343296,32
Put,2024-12-11 03:17:22.237639135 +0000 UTC m=+7.627704463,2024-12-11 03:17:22.251016218 +0000 UTC m=+7.641081588,13
Put,2024-12-11 03:17:22.218140177 +0000 UTC m=+7.608205505,2024-12-11 03:17:22.253412468 +0000 UTC m=+7.643477796,35
Put,2024-12-11 03:17:22.25101776 +0000 UTC m=+7.641083088,2024-12-11 03:17:22.262381802 +0000 UTC m=+7.652447171,11
Put,2024-12-11 03:17:22.230240385 +0000 UTC m=+7.620305755,2024-12-11 03:17:22.266316677 +0000 UTC m=+7.656382005,36
Put,2024-12-11 03:17:22.246082802 +0000 UTC m=+7.636148171,2024-12-11 03:17:22.267405927 +0000 UTC m=+7.657471296,21
Put,2024-12-11 03:17:22.235022593 +0000 UTC m=+7.625087963,2024-12-11 03:17:22.268350052 +0000 UTC m=+7.658415380,33
Get,2024-12-11 03:17:22.24728026 +0000 UTC m=+7.637345588,2024-12-11 03:17:22.270595593 +0000 UTC m=+7.660660963,23
Put,2024-12-11 03:17:22.262384218 +0000 UTC m=+7.652449546,2024-12-11 03:17:22.274305927 +0000 UTC m=+7.664371296,11
Put,2024-12-11 03:17:22.253414302 +0000 UTC m=+7.643479630,2024-12-11 03:17:22.275219427 +0000 UTC m=+7.665284796,21
Put,2024-12-11 03:17:22.27430776 +0000 UTC m=+7.664373088,2024-12-11 03:17:22.28731851 +0000 UTC m=+7.677383880,13
Get,2024-12-11 03:17:22.268351885 +0000 UTC m=+7.658417255,2024-12-11 03:17:22.297783718 +0000 UTC m=+7.687849088,29
Put,2024-12-11 03:17:22.287320843 +0000 UTC m=+7.677386213,2024-12-11 03:17:22.298799552 +0000 UTC m=+7.688864921,11
Put,2024-12-11 03:17:22.266319552 +0000 UTC m=+7.656384880,2024-12-11 03:17:22.30056976 +0000 UTC m=+7.690635130,34
Put,2024-12-11 03:17:22.26740776 +0000 UTC m=+7.657473088,2024-12-11 03:17:22.302681052 +0000 UTC m=+7.692746421,35
Put,2024-12-11 03:17:22.270597718 +0000 UTC m=+7.660663046,2024-12-11 03:17:22.30568376 +0000 UTC m=+7.695749130,35
Get,2024-12-11 03:17:22.275295427 +0000 UTC m=+7.665360838,2024-12-11 03:17:22.308684427 +0000 UTC m=+7.698749755,33
Put,2024-12-11 03:17:22.298801552 +0000 UTC m=+7.688866921,2024-12-11 03:17:22.310146177 +0000 UTC m=+7.700211505,11
Put,2024-12-11 03:17:22.29778651 +0000 UTC m=+7.687851880,2024-12-11 03:17:22.314083844 +0000 UTC m=+7.704149213,16
Put,2024-12-11 03:17:22.310147719 +0000 UTC m=+7.700213088,2024-12-11 03:17:22.321079385 +0000 UTC m=+7.711144755,10
Put,2024-12-11 03:17:22.302683385 +0000 UTC m=+7.692748713,2024-12-11 03:17:22.322113677 +0000 UTC m=+7.712179047,19
Put,2024-12-11 03:17:22.300571927 +0000 UTC m=+7.690637255,2024-12-11 03:17:22.329054885 +0000 UTC m=+7.719120213,28
Put,2024-12-11 03:17:22.308686677 +0000 UTC m=+7.698752047,2024-12-11 03:17:22.331194927 +0000 UTC m=+7.721260297,22
Put,2024-12-11 03:17:22.321081385 +0000 UTC m=+7.711146713,2024-12-11 03:17:22.333658594 +0000 UTC m=+7.723723963,12
Put,2024-12-11 03:17:22.305685343 +0000 UTC m=+7.695750671,2024-12-11 03:17:22.338336802 +0000 UTC m=+7.728402130,32
Put,2024-12-11 03:17:22.314085677 +0000 UTC m=+7.704151047,2024-12-11 03:17:22.338844052 +0000 UTC m=+7.728909380,24
Put,2024-12-11 03:17:22.322115594 +0000 UTC m=+7.712180963,2024-12-11 03:17:22.344819719 +0000 UTC m=+7.734885047,22
Put,2024-12-11 03:17:22.333660177 +0000 UTC m=+7.723725547,2024-12-11 03:17:22.345961969 +0000 UTC m=+7.736027338,12
Get,2024-12-11 03:17:22.34596376 +0000 UTC m=+7.736029130,2024-12-11 03:17:22.35925451 +0000 UTC m=+7.749319880,13
Get,2024-12-11 03:17:22.32905676 +0000 UTC m=+7.719122130,2024-12-11 03:17:22.361161344 +0000 UTC m=+7.751226713,32
Get,2024-12-11 03:17:22.331196302 +0000 UTC m=+7.721261672,2024-12-11 03:17:22.364672594 +0000 UTC m=+7.754737963,33
Put,2024-12-11 03:17:22.359257885 +0000 UTC m=+7.749323255,2024-12-11 03:17:22.371329635 +0000 UTC m=+7.761395005,12
Put,2024-12-11 03:17:22.338845885 +0000 UTC m=+7.728911255,2024-12-11 03:17:22.37470451 +0000 UTC m=+7.764769880,35
Put,2024-12-11 03:17:22.338340802 +0000 UTC m=+7.728406130,2024-12-11 03:17:22.374807094 +0000 UTC m=+7.764872422,36
Put,2024-12-11 03:17:22.371331802 +0000 UTC m=+7.761397130,2024-12-11 03:17:22.385420219 +0000 UTC m=+7.775485547,14
Put,2024-12-11 03:17:22.344822677 +0000 UTC m=+7.734888047,2024-12-11 03:17:22.385834219 +0000 UTC m=+7.775899588,41
Get,2024-12-11 03:17:22.385423219 +0000 UTC m=+7.775488588,2024-12-11 03:17:22.398329094 +0000 UTC m=+7.788394422,12
Put,2024-12-11 03:17:22.361163427 +0000 UTC m=+7.751228755,2024-12-11 03:17:22.398447052 +0000 UTC m=+7.788512422,37
Put,2024-12-11 03:17:22.364674635 +0000 UTC m=+7.754739963,2024-12-11 03:17:22.400394302 +0000 UTC m=+7.790459672,35
Put,2024-12-11 03:17:22.374706219 +0000 UTC m=+7.764771588,2024-12-11 03:17:22.40288076 +0000 UTC m=+7.792946130,28
Put,2024-12-11 03:17:22.385836594 +0000 UTC m=+7.775901963,2024-12-11 03:17:22.408051094 +0000 UTC m=+7.798116422,22
Get,2024-12-11 03:17:22.374808177 +0000 UTC m=+7.764873505,2024-12-11 03:17:22.40921301 +0000 UTC m=+7.799278380,34
Put,2024-12-11 03:17:22.398332302 +0000 UTC m=+7.788397672,2024-12-11 03:17:22.410304927 +0000 UTC m=+7.800370297,11
Put,2024-12-11 03:17:22.410306427 +0000 UTC m=+7.800371797,2024-12-11 03:17:22.422215469 +0000 UTC m=+7.812280838,11
Get,2024-12-11 03:17:22.398448427 +0000 UTC m=+7.788513797,2024-12-11 03:17:22.429232635 +0000 UTC m=+7.819297963,30
Put,2024-12-11 03:17:22.40039651 +0000 UTC m=+7.790461838,2024-12-11 03:17:22.43224401 +0000 UTC m=+7.822309338,31
Put,2024-12-11 03:17:22.402882469 +0000 UTC m=+7.792947838,2024-12-11 03:17:22.435174469 +0000 UTC m=+7.825239838,32
Put,2024-12-11 03:17:22.408053885 +0000 UTC m=+7.798119213,2024-12-11 03:17:22.435214719 +0000 UTC m=+7.825280088,27
Put,2024-12-11 03:17:22.422218552 +0000 UTC m=+7.812283922,2024-12-11 03:17:22.435242635 +0000 UTC m=+7.825307963,13
Put,2024-12-11 03:17:22.409215594 +0000 UTC m=+7.799280922,2024-12-11 03:17:22.440322969 +0000 UTC m=+7.830388338,31
Put,2024-12-11 03:17:22.435243969 +0000 UTC m=+7.825309297,2024-12-11 03:17:22.44631601 +0000 UTC m=+7.836381338,11
Put,2024-12-11 03:17:22.446318927 +0000 UTC m=+7.836384297,2024-12-11 03:17:22.45822426 +0000 UTC m=+7.848289630,11
Put,2024-12-11 03:17:22.432246427 +0000 UTC m=+7.822311797,2024-12-11 03:17:22.469302094 +0000 UTC m=+7.859367463,37
Put,2024-12-11 03:17:22.429346635 +0000 UTC m=+7.819411963,2024-12-11 03:17:22.47124876 +0000 UTC m=+7.861314130,41
Put,2024-12-11 03:17:22.458243469 +0000 UTC m=+7.848308797,2024-12-11 03:17:22.471865385 +0000 UTC m=+7.861930713,13
Put,2024-12-11 03:17:22.440325385 +0000 UTC m=+7.830390755,2024-12-11 03:17:22.473809219 +0000 UTC m=+7.863874547,33
Put,2024-12-11 03:17:22.435216802 +0000 UTC m=+7.825282130,2024-12-11 03:17:22.474038094 +0000 UTC m=+7.864103422,38
Put,2024-12-11 03:17:22.435176552 +0000 UTC m=+7.825241922,2024-12-11 03:17:22.476390177 +0000 UTC m=+7.866455547,41
Put,2024-12-11 03:17:22.47186726 +0000 UTC m=+7.861932630,2024-12-11 03:17:22.484706885 +0000 UTC m=+7.874772255,12
Put,2024-12-11 03:17:22.469308635 +0000 UTC m=+7.859374005,2024-12-11 03:17:22.484953719 +0000 UTC m=+7.875019047,15
Put,2024-12-11 03:17:22.484709802 +0000 UTC m=+7.874775172,2024-12-11 03:17:22.498483552 +0000 UTC m=+7.888548922,13
Get,2024-12-11 03:17:22.47381076 +0000 UTC m=+7.863876130,2024-12-11 03:17:22.499067677 +0000 UTC m=+7.889133005,25
Put,2024-12-11 03:17:22.471251385 +0000 UTC m=+7.861316755,2024-12-11 03:17:22.50094601 +0000 UTC m=+7.891011380,29
Get,2024-12-11 03:17:22.498486844 +0000 UTC m=+7.888552213,2024-12-11 03:17:22.50979576 +0000 UTC m=+7.899861088,11
Get,2024-12-11 03:17:22.474039885 +0000 UTC m=+7.864105255,2024-12-11 03:17:22.510091427 +0000 UTC m=+7.900156755,36
Put,2024-12-11 03:17:22.476393219 +0000 UTC m=+7.866458547,2024-12-11 03:17:22.51426526 +0000 UTC m=+7.904330588,37
Put,2024-12-11 03:17:22.509798885 +0000 UTC m=+7.899864213,2024-12-11 03:17:22.522093385 +0000 UTC m=+7.912158755,12
Put,2024-12-11 03:17:22.484955385 +0000 UTC m=+7.875020713,2024-12-11 03:17:22.524468469 +0000 UTC m=+7.914533797,39
Put,2024-12-11 03:17:22.499069677 +0000 UTC m=+7.889135047,2024-12-11 03:17:22.525215969 +0000 UTC m=+7.915281338,26
Put,2024-12-11 03:17:22.50094826 +0000 UTC m=+7.891013630,2024-12-11 03:17:22.530067135 +0000 UTC m=+7.920132463,29
Put,2024-12-11 03:17:22.522095552 +0000 UTC m=+7.912160922,2024-12-11 03:17:22.535795135 +0000 UTC m=+7.925860505,13
Put,2024-12-11 03:17:22.524470302 +0000 UTC m=+7.914535672,2024-12-11 03:17:22.542242552 +0000 UTC m=+7.932307880,17
Put,2024-12-11 03:17:22.510093552 +0000 UTC m=+7.900158880,2024-12-11 03:17:22.546656344 +0000 UTC m=+7.936721713,36
Put,2024-12-11 03:17:22.53579726 +0000 UTC m=+7.925862588,2024-12-11 03:17:22.547456802 +0000 UTC m=+7.937522172,11
Get,2024-12-11 03:17:22.514266969 +0000 UTC m=+7.904332338,2024-12-11 03:17:22.547651427 +0000 UTC m=+7.937716797,33
Put,2024-12-11 03:17:22.547458969 +0000 UTC m=+7.937524297,2024-12-11 03:17:22.558465469 +0000 UTC m=+7.948530797,11
Put,2024-12-11 03:17:22.525217469 +0000 UTC m=+7.915282797,2024-12-11 03:17:22.561228344 +0000 UTC m=+7.951293713,36
Put,2024-12-11 03:17:22.55846801 +0000 UTC m=+7.948533338,2024-12-11 03:17:22.571200469 +0000 UTC m=+7.961265838,12
Put,2024-12-11 03:17:22.53006926 +0000 UTC m=+7.920134630,2024-12-11 03:17:22.572190635 +0000 UTC m=+7.962255963,42
Put,2024-12-11 03:17:22.542245469 +0000 UTC m=+7.932310797,2024-12-11 03:17:22.578386719 +0000 UTC m=+7.968452047,36
Put,2024-12-11 03:17:22.546657969 +0000 UTC m=+7.936723338,2024-12-11 03:17:22.582308427 +0000 UTC m=+7.972373797,35
Get,2024-12-11 03:17:22.571203927 +0000 UTC m=+7.961269297,2024-12-11 03:17:22.583203719 +0000 UTC m=+7.973269088,11
Get,2024-12-11 03:17:22.547653469 +0000 UTC m=+7.937718797,2024-12-11 03:17:22.586422594 +0000 UTC m=+7.976487922,38
Put,2024-12-11 03:17:22.56123101 +0000 UTC m=+7.951296380,2024-12-11 03:17:22.587104594 +0000 UTC m=+7.977169963,25
Put,2024-12-11 03:17:22.583205802 +0000 UTC m=+7.973271130,2024-12-11 03:17:22.594504385 +0000 UTC m=+7.984569755,11
Get,2024-12-11 03:17:22.586424677 +0000 UTC m=+7.976490047,2024-12-11 03:17:22.60529201 +0000 UTC m=+7.995357380,18
Put,2024-12-11 03:17:22.594506802 +0000 UTC m=+7.984572172,2024-12-11 03:17:22.60706926 +0000 UTC m=+7.997134630,12
Put,2024-12-11 03:17:22.572193302 +0000 UTC m=+7.962258672,2024-12-11 03:17:22.607592052 +0000 UTC m=+7.997657422,35
Put,2024-12-11 03:17:22.579202844 +0000 UTC m=+7.969268172,2024-12-11 03:17:22.60945026 +0000 UTC m=+7.999515630,30
Put,2024-12-11 03:17:22.60707151 +0000 UTC m=+7.997136880,2024-12-11 03:17:22.618638719 +0000 UTC m=+8.008704088,11
Get,2024-12-11 03:17:22.582310802 +0000 UTC m=+7.972376130,2024-12-11 03:17:22.61927001 +0000 UTC m=+8.009335380,36
Get,2024-12-11 03:17:22.587105719 +0000 UTC m=+7.977171088,2024-12-11 03:17:22.622409844 +0000 UTC m=+8.012475213,35
Put,2024-12-11 03:17:22.618642969 +0000 UTC m=+8.008708297,2024-12-11 03:17:22.630609677 +0000 UTC m=+8.020675047,11
Put,2024-12-11 03:17:22.605295302 +0000 UTC m=+7.995360672,2024-12-11 03:17:22.638506844 +0000 UTC m=+8.028572213,33
Put,2024-12-11 03:17:22.607593885 +0000 UTC m=+7.997659213,2024-12-11 03:17:22.639688094 +0000 UTC m=+8.029753422,32
Put,2024-12-11 03:17:22.630612469 +0000 UTC m=+8.020677797,2024-12-11 03:17:22.642202052 +0000 UTC m=+8.032267380,11
Get,2024-12-11 03:17:22.609452219 +0000 UTC m=+7.999517547,2024-12-11 03:17:22.642607844 +0000 UTC m=+8.032673172,33
Get,2024-12-11 03:17:22.642203844 +0000 UTC m=+8.032269172,2024-12-11 03:17:22.655508594 +0000 UTC m=+8.045573963,13
Put,2024-12-11 03:17:22.619272427 +0000 UTC m=+8.009337797,2024-12-11 03:17:22.657315177 +0000 UTC m=+8.047380547,38
Put,2024-12-11 03:17:22.622412052 +0000 UTC m=+8.012477422,2024-12-11 03:17:22.659354552 +0000 UTC m=+8.049419922,36
Put,2024-12-11 03:17:22.639689885 +0000 UTC m=+8.029755213,2024-12-11 03:17:22.659475302 +0000 UTC m=+8.049540630,19
Put,2024-12-11 03:17:22.638523135 +0000 UTC m=+8.028588505,2024-12-11 03:17:22.661137177 +0000 UTC m=+8.051202547,22
Put,2024-12-11 03:17:22.655512219 +0000 UTC m=+8.045577547,2024-12-11 03:17:22.66689726 +0000 UTC m=+8.056962630,11
Put,2024-12-11 03:17:22.642609177 +0000 UTC m=+8.032674505,2024-12-11 03:17:22.66933876 +0000 UTC m=+8.059404088,26
Put,2024-12-11 03:17:22.666899594 +0000 UTC m=+8.056964963,2024-12-11 03:17:22.680385552 +0000 UTC m=+8.070450922,13
Put,2024-12-11 03:17:22.661139094 +0000 UTC m=+8.051204422,2024-12-11 03:17:22.68933426 +0000 UTC m=+8.079399588,28
Get,2024-12-11 03:17:22.65731726 +0000 UTC m=+8.047382630,2024-12-11 03:17:22.690878635 +0000 UTC m=+8.080944005,33
Put,2024-12-11 03:17:22.680387927 +0000 UTC m=+8.070453297,2024-12-11 03:17:22.692525802 +0000 UTC m=+8.082591130,12
Put,2024-12-11 03:17:22.659356885 +0000 UTC m=+8.049422213,2024-12-11 03:17:22.692716302 +0000 UTC m=+8.082781672,33
Get,2024-12-11 03:17:22.669340885 +0000 UTC m=+8.059406213,2024-12-11 03:17:22.69317151 +0000 UTC m=+8.083236880,23
Put,2024-12-11 03:17:22.659477677 +0000 UTC m=+8.049543047,2024-12-11 03:17:22.695451635 +0000 UTC m=+8.085516963,35
Put,2024-12-11 03:17:22.692527677 +0000 UTC m=+8.082593047,2024-12-11 03:17:22.706261969 +0000 UTC m=+8.096327338,13
Put,2024-12-11 03:17:22.706264635 +0000 UTC m=+8.096330005,2024-12-11 03:17:22.719742302 +0000 UTC m=+8.109807630,13
Put,2024-12-11 03:17:22.695453344 +0000 UTC m=+8.085518713,2024-12-11 03:17:22.723431385 +0000 UTC m=+8.113496755,27
Put,2024-12-11 03:17:22.689336885 +0000 UTC m=+8.079402213,2024-12-11 03:17:22.725329677 +0000 UTC m=+8.115395047,35
